date,url,id,text,deleted
2021-12-08,https://web.archive.org/web/20211208162136/https://twitter.com/AlamedaTrabucco/status/1468616449472278533,1468616449472278500,"is ""truthing"" the verb <!--1468616729509122054-->",TRUE
2021-12-08,https://web.archive.org/web/20211208162136/https://twitter.com/AlamedaTrabucco/status/1468616449472278533,1468616449472278500,Thank god the tether truthing has begun. <!--1468616449472278533-->,TRUE
2021-11-16,https://web.archive.org/web/20211116030219/https://twitter.com/AlamedaTrabucco/status/1460443052787441667,1460443052787441700,sir im not at work i do other things sometimes too <!--1460443052787441667-->,TRUE
2021-10-20,https://web.archive.org/web/20211020025950/https://twitter.com/AlamedaTrabucco/status/1450657944228532226,1450657944228532200,It's not the size of your cube it's what you do with it. <!--1450657944228532226-->,TRUE
2021-10-19,https://web.archive.org/web/20211019020351/https://twitter.com/AlamedaTrabucco/status/1450281510376968197,1450281510376968200,RT @rsalame7926: f*ck aluminum <!--1450281510376968197-->,TRUE
2021-10-07,https://web.archive.org/web/20211007064228/https://twitter.com/AlamedaTrabucco/status/1446002943136702470,1446002943136702500,"What about  c) LGBT women are more likely than LGBT men to be in a ""relationship"" <!--1446002943136702470-->",TRUE
2021-09-27,https://web.archive.org/web/20210927190438/https://twitter.com/AlamedaTrabucco/status/1442565775722647555,1442565775722647600,Joining now! https://twitter.com/CryptoCred/status/1442545859841839105 <!--1442565775722647555-->,TRUE
2021-09-03,https://web.archive.org/web/20210903045040/https://twitter.com/AlamedaTrabucco/status/1433653606092181511,1433653606092181500,GRANDPA STOP YELLING AT CLOUD <!--1433653606092181511-->,TRUE
2021-08-03,https://web.archive.org/web/20210803052021/https://twitter.com/AlamedaTrabucco/status/1422427071771332613,1422427071771332600,I'm kinda busy and didn't realize he was posting this yet :( <!--1422427071771332613-->,TRUE
2021-07-27,https://web.archive.org/web/20210727213020/https://twitter.com/AlamedaTrabucco/status/1420134417020772353,1420134417020772400,Oh I didn't listen to it because I know she's never used Tether. <!--1420134417020772353-->,TRUE
2021-07-26,https://web.archive.org/web/20210726183022/https://twitter.com/AlamedaTrabucco/status/1419726789014745090,1419726789014745e3,"This now tags me on slack, everyone involved sucks   @tonyresearch  pic.twitter.com/XWk7CU2U3H <!--1419726789014745090-->",TRUE
2021-07-21,https://web.archive.org/web/20210721034651/https://twitter.com/AlamedaTrabucco/status/1417692443852435456,1417692443852435500,"We'll see if you're right! For a quant team we do put on fairly big delta positions longish-term, and I've been glad that it's been this direction so frequently -- bull markets are way more fun. pic.twitter.com/swCzq3dJZb <!--1417692443852435456-->",TRUE
2021-07-12,https://web.archive.org/web/20210712212504/https://twitter.com/AlamedaTrabucco/status/1414697318050263045,1414697318050263e3,"A thread on settling; or, ""How Alameda Hire Tony"" https://twitter.com/tonyresearch/status/1414696828201684992 <!--1414697318050263045-->",TRUE
2021-07-12,https://web.archive.org/web/20210712212430/https://twitter.com/AlamedaTrabucco/status/1414697188098134041,1414697188098134e3,A thread on settling. https://twitter.com/tonyresearch/status/1414696828201684992 <!--1414697188098134041-->,TRUE
2021-07-07,https://web.archive.org/web/20210707173712/https://twitter.com/AlamedaTrabucco/status/1412828013083860992,1412828013083861e3,"For the curious this is where I passed out, I guess the flight took off at some point, wild. <!--1412828013083860992-->",TRUE
2021-05-07,https://web.archive.org/web/20210507042639/https://twitter.com/AlamedaTrabucco/status/1390523299889782786,1390523299889782800,This was fun to record! https://twitter.com/koroushak/status/1390391522101714952 <!--1390523299889782786-->,TRUE
2021-04-06,https://web.archive.org/web/20210406071534/https://twitter.com/AlamedaTrabucco/status/1379331934782779392,1379331934782779400,"RT @SBF_Alameda: I waste a lot of time on Twitter, but many of my colleagues instead do actual work.  Which means mostly you hear from me.… <!--1379331934782779392-->",TRUE
2021-01-09,https://web.archive.org/web/20210109205424/https://twitter.com/AlamedaTrabucco/status/1348010173114183680,1348010173114183700,"He and  @Nishad__Singh  claimed that it was impossible to buy deodorant (after like 18 months living here, yes, please follow that to its logical conclusion) and I came back the next day with 10 different ones. https://twitter.com/CryptoGainz1/status/1347987035890573312 <!--1348010173114183680-->",TRUE
2020-11-22,https://web.archive.org/web/20201122175055/https://twitter.com/AlamedaTrabucco/status/1330559668461006848,1330559668461006800,"And it seems so did the rest of the market, because the recovery happened really fast! And not without a dose of liquidating some of the people who got short at the bottom. Finally crypto came together again, and alts followed the same pattern back up! pic.twitter.com/xjhfYBIE0f <!--1330559668461006848-->",TRUE
2020-11-19,https://web.archive.org/web/20201119131238/https://twitter.com/AlamedaTrabucco/status/1329412109260648448,1329412109260648400,Weird coincidence!  https://twitter.com/nytimes/status/1328834055257911298  pic.twitter.com/4geGtk8THq <!--1329412109260648448-->,TRUE
2020-11-15,https://web.archive.org/web/20201115144228/https://twitter.com/AlamedaTrabucco/status/1327963147706060802,1327963147706060800,Blocks Can't Hurry <!--1327963147706060802-->,TRUE
2020-11-10,https://web.archive.org/web/20201110135013/https://twitter.com/AlamedaTrabucco/status/1326159579856596993,1326159579856597e3,I wrote an article about Alameda's election trading in here -- hope people like it! https://twitter.com/FTX_Official/status/1326158551882985472 <!--1326159579856596993-->,TRUE
2020-06-11,https://web.archive.org/web/20200611200132/https://twitter.com/AlamedaTrabucco/status/1271168521372749824,1271168521372749800,pic.twitter.com/m0cyYGvR2z <!--1271168521372749824-->,TRUE
